Title,Affiliation,Authors
Design and Implementation of the Bio-inspired Facial Expressions for Medical Mannequin,"['Bio-Inspired Materials and Devices Laboratory (BMDL), Blacksburg, VA, USA', 'Center for Energy Harvesting Materials and Systems (CEHMS), Blacksburg, VA, USA', 'Center for Experimental Learning, Virginia Tech Carilion School of Medicine, Virginia Tech, Blacksburg, VA, 24061, USA']","['Eric Baldrighi,\xa0Nicholas Thayer,\xa0Michael Stevens\xa0&\xa0Shashank Priya', 'Eric Baldrighi,\xa0Nicholas Thayer,\xa0Michael Stevens\xa0&\xa0Shashank Priya', 'Sonya Ranson Echols']"
When Robots Engage Humans,"['Qatar University, Doha, Qatar', 'University of Technology Sydney, Ultimo, NSW, Australia', 'Carnegie Mellon University, Pittsburgh, PA, USA']","['John-John Cabibihan', 'Mary-Anne Williams', 'Reid Simmons']"
Social Robots: Views of Staff of a Disability Service Organization,"['Department of Community Health Sciences, University of Calgary, Calgary, AB, Canada']",['Gregor Wolbring\xa0&\xa0Sophya Yumakulov']
Empathic Robots for Long-term Interaction,"['INESC-ID and Instituto Superior Técnico, Technical University of Lisbon, Oeiras, Portugal', 'HCI Centre, School of Electronic, Electrical and Computer Engineering, University of Birmingham, Birmingham, United Kingdom']","['Iolanda Leite,\xa0André Pereira,\xa0Carlos Martinho\xa0&\xa0Ana Paiva', 'Ginevra Castellano']"
Manipulating Mental States Through Physical Action,"['Cambridge, MA, USA']",['Jesse Gray\xa0&\xa0Cynthia Breazeal']
Implications of Robot Actions for Human Perception. How Do We Represent Actions of the Observed Robots?,"['General and Experimental Psychology Unit, Department of Psychology, Ludwig-Maximilians-Universität, Leopoldstr. 13, 80802\xa0, Munich, Germany', 'Institute for Cognitive Systems, Technische Universität München, Karlstr. 45/II, 80333\xa0, Munich, Germany', 'Pattern Analysis and Computer Vision, Istituto Italiano di Tecnologia-PAVIS, Via Morego, 30, 16165\xa0, Genova, Italy', 'Department of Pharmaceutical Sciences, North South University, Plot-15, Block-B, Bashundhara, Dhaka\xa0, 1229, Bangladesh', 'Birkbeck College, University of London, Malet Street, Bloomsbury, London, WC1E 7HX, UK']","['Agnieszka Wykowska,\xa0Md. Mamun Al-Amin\xa0&\xa0Hermann J. Müller', 'Agnieszka Wykowska', 'Ryad Chellali', 'Md. Mamun Al-Amin', 'Hermann J. Müller']"
Keep an Eye on the Task! How Gender Typicality of Tasks Influence Human–Robot Interactions,"['Center of Excellence in Cognitive Interaction Technology (CITEC), University of Bielefeld, Inspiration 1, 33619, \xa0Bielefeld, Germany', 'Human Centered Multimedia, Institute of Computer Science, Augsburg University, Augsburg, Germany']","['Dieta Kuchenbrandt\xa0&\xa0Friederike Eyssel', 'Markus Häring,\xa0Jessica Eichberg\xa0&\xa0Elisabeth André']"
Deriving Minimal Features for Human-Like Facial Expressions in Robotic Faces,"['School of Informatics and Computing, Indiana University, 901 E. 10th. St., Bloomington, IN\xa0, 47408, USA', 'Department of Informatics, Centerstone Research Institute, 44 Vantage Way Suite 280, Nashville, TN\xa0, 37228, USA', 'Department of Informatics, Centerstone Research Institute, 365 South Park Ridge Road, Bloomington, IN\xa0, 47401, USA']","['Casey C. Bennett\xa0&\xa0Selma Šabanović', 'Casey C. Bennett', 'Casey C. Bennett']"
Tactile Interactions with a Humanoid Robot: Novel Play Scenario Implementations with Children with Autism,"['Adaptive Systems Research Group, School of Computer Science, University of Hertfordshire, Hatfield, UK']",['Ben Robins\xa0&\xa0Kerstin Dautenhahn']
How Robots Can Affect Human Behavior: Investigating the Effects of Robotic Displays of Protest and Distress,"['Human-Robot Interaction Laboratory, Tufts University, Medford, MA, 02155, USA']",['Gordon Briggs\xa0&\xa0Matthias Scheutz']
Acceptability of a Teleoperated Android by Senior Citizens in Danish Society,"['Hiroshi Ishiguro Laboratory, Advanced Telecommunications Research Institute International, 2-2-2 Hikaridai, Keihanna Science City, Kyoto\xa0, 619-0288, Japan', 'Department of Systems Innovation, Graduate School of Engineering Science, Osaka University, Toyonaka, Osaka\xa0, 560-0043, Japan', 'Institute for Culture and Society – Philosophy, Aarhus University, Jens Chr. Skousvej 7, 8000\xa0, Aarhus C, Denmark', 'Studies in Language and Society, Graduate School of Language and Culture, Osaka University, Minoo, Osaka\xa0, 562-8558, Japan', 'DICGIM – Università degli Studi di Palermo, Viale delle Scienze, 90128\xa0, Palermo, Italy']","['Ryuji Yamazaki\xa0&\xa0Shuichi Nishio', 'Hiroshi Ishiguro', 'Marco Nørskov', 'Nobu Ishiguro', 'Giuseppe Balistreri']"
A Framework for User-Defined Body Gestures to Control a Humanoid Robot,"['t2i Lab, Chalmers University of Technology, Gothenburg, Sweden', 'Human Centered Multimedia, Augsburg University, Augsburg, Germany']","['Mohammad Obaid', 'Felix Kistler,\xa0Markus Häring,\xa0René Bühling\xa0&\xa0Elisabeth André']"
Towards a Socially Acceptable Collision Avoidance for a Mobile Robot Navigating Among Pedestrians Using a Pedestrian Model,"['ATR-IRC, Kyoto, \xa0619-0288\xa0, Japan', 'JST, CREST, Tokyo, Japan']","['Masahiro Shiomi,\xa0Francesco Zanlungo,\xa0Kotaro Hayashi\xa0&\xa0Takayuki Kanda', 'Masahiro Shiomi,\xa0Francesco Zanlungo,\xa0Kotaro Hayashi\xa0&\xa0Takayuki Kanda']"
"Domestic Robots for Older Adults: Attitudes, Preferences, and Potential","['School of Psychology, Georgia Institute of Technology, 654 Cherry Street NW, Atlanta, GA, 30332-0170, USA', 'Department of Biomedical Engineering, Georgia Institute of Technology, 828 West Peachtree Street NW, Atlanta, GA, 30308, USA']","['Cory-Ann Smarr,\xa0Tracy L. Mitzner,\xa0Jenay M. Beer,\xa0Akanksha Prakash\xa0&\xa0Wendy A. Rogers', 'Tiffany L. Chen\xa0&\xa0Charles C. Kemp']"
Recognizing Emotional Body Language Displayed by a Human-like Social Robot,"['Autonomous Systems and Biomechatronics Laboratory, Department of Mechanical and Industrial Engineering, University of Toronto, 5 King’s College Road, Toronto, ON\xa0, M5S 3G8, Canada']",['Derek McColl\xa0&\xa0Goldie Nejat']
Socially Assistive Robots: A Comprehensive Approach to Extending Independent Living,"['Human Technology Interaction, Eindhoven University of Technology, Eindhoven, The Netherlands', 'Istituto Superiore Mario Boella, Torino, Italy', 'Department of Informatics, University of Hamburg, Hamburg, Germany', 'CEIT RALTEC, Institute of Rehabilitation and Assisted Living Technologies, Schwechat, Austria', 'Vienna University of Technology, Vienna, Austria']","['David O. Johnson,\xa0Raymond H. Cuijpers,\xa0James F. Juola\xa0&\xa0Elena Torta', 'Mikhail Simonov,\xa0Antonella Frisiello\xa0&\xa0Marco Bazzani', 'Wenjie Yan,\xa0Cornelius Weber,\xa0Stefan Wermter\xa0&\xa0Nils Meins', 'Johannes Oberzaucher', 'Paul Panek,\xa0Georg Edelmayer,\xa0Peter Mayer\xa0&\xa0Christian Beck']"
Older People’s Prior Robot Attitudes Influence Evaluations of a Conversational Robot,"['Department of Psychological Medicine, The University of Auckland, Auckland, New Zealand', 'Department of Electrical and Computer Engineering, The University of Auckland, Auckland, New Zealand', 'Tru-Test Group Ltd., Auckland, New Zealand']","['Rebecca Q. Stafford\xa0&\xa0Elizabeth Broadbent', 'Bruce A. MacDonald', 'Xingyan Li']"
The Five Robots—A Taxonomy for Roboethics,"['Research Center for Neurophilosophy and Ethics of Neuroscience, Schellingstraße 10, Room J 305, 80539, Munich, Germany']",['Steffen Steinert']
Designing Enjoyable Motion-Based Play Interactions with a Small Humanoid Robot,"['Advanced Telecommunications Research Institute International IRC/HIL, 2-2-2 Hikaridai, Keihanna Science City, Kyoto, Japan', 'Center for Learning and Knowledge Technologies Organization, Linnaeus University, Vaxjo, 35195, Sweden', 'Department of Systems Innovation, Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka, 560-8531, Japan']","['Martin Cooney,\xa0Takayuki Kanda\xa0&\xa0Hiroshi Ishiguro', 'Aris Alissandrakis', 'Martin Cooney\xa0&\xa0Hiroshi Ishiguro']"
Identifying the Potential for Robotics to Assist Older Adults in Different Living Environments,"['Georgia Institute of Technology, Atlanta, GA, USA']","['Tracy L. Mitzner,\xa0Tiffany L. Chen,\xa0Charles C. Kemp\xa0&\xa0Wendy A. Rogers']"
A Persuasive Robot to Stimulate Energy Conservation: The Influence of Positive and Negative Social Feedback and Task Similarity on Energy-Consumption Behavior,"['Department of Human-Technology Interaction, Eindhoven University of Technology, Den Dolech 2, 5600 MB, Eindhoven, The Netherlands']",['J. Ham\xa0&\xa0C. J. H. Midden']
Review: Seven Matters of Concern of Social Robots and Older People,"['Department of Design Sciences, Rehabilitation Engineering, Lund University, Lund, Sweden', 'Department of Design Sciences, Lund University, Lund, Sweden']","['Susanne Frennert', 'Britt Östlund']"
Editorial,"['Social Robotics Laboratory, Interactive Digital Media Institute, The National University of Singapore, Singapore, Singapore', 'The Robotics Institute, University of Electronic Science and Technology of China, Chengdu, China', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA']","['Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Oussama Khatib']"
A Survey on Perception Methods for Human–Robot Interaction in Social Robots,"['Department of Mechanical Engineering, National University of Singapore, Singapore, 117576, Singapore']","['Haibin Yan,\xa0Marcelo H. Ang Jr.\xa0&\xa0Aun Neow Poo']"
Does the Robot Have a Mind? Mind Perception and Attitudes Towards Robots Predict Use of an Eldercare Robot,"['Department of Psychological Medicine, University of Auckland, Auckland, New Zealand', 'Department of Electrical and Computer Engineering, University of Auckland, Auckland, New Zealand', 'Department of Computing, Unitec Institute of Technology, Auckland, New Zealand', 'Department of Psychology, Harvard University, Cambridge, MA, USA']","['Rebecca Q. Stafford\xa0&\xa0Elizabeth Broadbent', 'Bruce A. MacDonald', 'Chandimal Jayawardena', 'Daniel M. Wegner']"
Comparative Study of Human Behavior in Card Playing with a Humanoid Playmate,"['Department of Intelligent Interaction Technologies, University of Tsukuba, Tennodai 1-1-1, Tsukuba, Ibaraki, Japan', 'Faculty of Engineering, Information and Systems, University of Tsukuba, Tennodai 1-1-1, Tsukuba, Ibaraki, Japan']","['Min-Gyu Kim', 'Kenji Suzuki']"
Impressions of Humanoids: The Development of a Measure for Evaluating a Humanoid,"['Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyamacho, Toyonaka, 560-8531, Japan', 'Graduate School of Engineering, Osaka City University, 3-3-138 Sugimoto, Sumiyoshi-ku, Osaka, 558-8585, Japan', 'Faculty of Science and Technology, Meijo University, 1-501 Shiogamaguchi, Tenpaku, Nagoya, 468-8502, Japan']","['Hiroko Kamide,\xa0Yasushi Mae\xa0&\xa0Tatsuo Arai', 'Tomohito Takubo', 'Kenichi Ohara']"
The Uncanny in the Wild. Analysis of Unscripted Human–Android Interaction in the Field,"['University of Duisburg Essen, Forsthausweg 2, 47048, Duisburg, Germany', 'Albert-Ludwigs-Universität Freiburg, Georges-Köhler-Allee 52, 79110, Freiburg, Germany', 'Osaka University, 1-3 Machikaneyama Toyonaka, Osaka, 560-8531, Japan', 'Advanced Telecommunications Research Institute International, 2-2 Hikaridai, Keihanna Science City, Kyoto, 619-0288, Japan']","['Astrid M. Rosenthal-von\xa0der\xa0Pütten\xa0&\xa0Nicole C. Krämer', 'Christian Becker-Asano', 'Kohei Ogawa\xa0&\xa0Hiroshi Ishiguro', 'Kohei Ogawa,\xa0Shuichi Nishio\xa0&\xa0Hiroshi Ishiguro']"
A Modeling Framework for User-Driven Iterative Design of Autonomous Systems,"['University of Twente, Enschede, Netherlands', 'Bielefeld University, Bielefeld, Germany']","['Manja Lohse', 'Frederic Siepmann\xa0&\xa0Sven Wachsmuth']"
A Pilot Study with a Novel Setup for Collaborative Play of the Humanoid Robot KASPAR with Children with Autism,"['School of Computer Science, Adaptive Systems Research Group, University of Hertfordshire, Hatfield, Hertfordshire, England']","['Joshua Wainer,\xa0Kerstin Dautenhahn,\xa0Ben Robins\xa0&\xa0Farshid Amirabdollahian']"
An Investigation of Responses to Robot-Initiated Touch in a Nursing Context,"['828 W. Peachtree St NW, Suite 204, Atlanta, GA, 30308, USA']","['Tiffany L. Chen,\xa0Chih-Hung Aaron King,\xa0Andrea L. Thomaz\xa0&\xa0Charles C. Kemp']"
Imitating Human Emotions with Artificial Facial Expressions,"['Human Technology Interaction, Eindhoven University of Technology, Eindhoven, The Netherlands']","['David O. Johnson,\xa0Raymond H. Cuijpers\xa0&\xa0David van der Pol']"
Representing Affective Facial Expressions for Robots and Embodied Conversational Agents by Facial Landmarks,"['Human-Technology Interaction Group, Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, The Netherlands', 'Tilburg Center for Cognition and Communication, Tilburg University, Tilburg, The Netherlands']","['Caixia Liu,\xa0Jaap Ham\xa0&\xa0Cees Midden', 'Caixia Liu,\xa0Eric Postma,\xa0Bart Joosten\xa0&\xa0Martijn Goudbeek']"
Emotional Expression and Its Applications,"['Robotics group, Department of Electrical and Computer Engineering, University of Auckland, Science Building 301, 38 Princess Street, Auckland, New Zealand', 'KITECH, 1271-18, Sa 3-dong, Sangrok-gu, Ansan-si, Gyeonggi-do, Republic of Korea']","['Ho Seok Ahn', 'Dong-Wook Lee']"
Design and Technologies for Understanding Older Adults Social Interactions in Retirement Communities,"['School of Industrial Design, Georgia Institute of Technology, Atlanta, GA, USA', 'School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, 30332-0250, USA']","['Claudia B. Rebola', 'Gbolabo Ogunmakin\xa0&\xa0Patricio A. Vela']"
Teleoperated Android Robot as Emotion Regulation Media,"['Hiroshi Ishiguro Laboratory, Advanced Telecommunications Research Institute International, Keihanna Science City, Kyoto, 619-0288, Japan', 'Graduate School of Engineering Science, Osaka University, Toyonaka, Osaka, 560-0043, Japan']","['Shuichi Nishio,\xa0Koichi Taura,\xa0Hidenobu Sumioka\xa0&\xa0Hiroshi Ishiguro', 'Koichi Taura\xa0&\xa0Hiroshi Ishiguro']"
Human-Like Interaction Skills for the Mobile Communication Robot Robotinho,"['Autonomous Intelligent Systems Group, Institute for Computer Science VI, University of Bonn, Friedrich-Ebert-Allee 144, 53113, Bonn, Germany']",['Matthias Nieuwenhuisen\xa0&\xa0Sven Behnke']
Cross-Cultural Perspectives on Emotion Expressive Humanoid Robotic Head: Recognition of Facial Expressions and Symbols,"['Graduate School of Science and Engineering, Waseda University, #41-304, 17 Kikui-cho, Shinjuku-ku, Tokyo, 162-0044, Japan', 'Faculty of Science and Engineering, Waseda University, #41-304, 17 Kikui-cho, Shinjuku-ku, Tokyo, 162-0044, Japan', 'Humanoid Robotics Institute (HRI), Waseda University, #41-304, 17 Kikui-cho, Shinjuku-ku, Tokyo, 162-0044, Japan', 'Department of Modern Mechanical Engineering, Waseda University, #41-304, 17 Kikui-cho, Shinjuku-ku, Tokyo, 162-0044, Japan']","['Gabriele Trovato,\xa0Tatsuhiro Kishi\xa0&\xa0Nobutsuna Endo', 'Massimiliano Zecca\xa0&\xa0Kenji Hashimoto', 'Massimiliano Zecca\xa0&\xa0Atsuo Takanishi', 'Atsuo Takanishi']"
Assessing Interaction Dynamics in the Context of Robot Programming by Demonstration,"['Learning Algorithms and Systems Laboratory, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland', 'Departments of EECS and PMR, Northwestern University, Chicago, IL, USA']","['Ana Lucia Pais\xa0&\xa0Aude G. Billard', 'Brenna D. Argall']"
Increasing Helpfulness towards a Robot by Emotional Adaption to the User,"['Institute of Automatic Control Engineering (LSR), Technische Universität München, 80290, Munich, Germany', 'Institute for Advanced Study (IAS), Technische Universität München, 80290, Munich, Germany']","['Barbara Kühnlenz,\xa0Stefan Sosnowski,\xa0Malte Buß,\xa0Dirk Wollherr,\xa0Kolja Kühnlenz\xa0&\xa0Martin Buss', 'Barbara Kühnlenz,\xa0Dirk Wollherr,\xa0Kolja Kühnlenz\xa0&\xa0Martin Buss']"
Why Robots? A Survey on the Roles and Benefits of Social Robots in the Therapy of Children with Autism,"['Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Republic of Singapore', 'Department of Mechanical Engineering, National University of Singapore, Singapore, Republic of Singapore', 'Education Services Division, Ministry of Education, Singapore, Republic of Singapore']","['John-John Cabibihan\xa0&\xa0Hifza Javed', 'Marcelo Ang Jr.', 'Sharifah Mariam Aljunied']"
"Social vs. Useful HRI: Experiencing the Familiar, Perceiving the Robot as a Sociable Partner and Responding to Its Actions","['Montpellier Univ., Montpellier, France', 'Tokyo Univ. of Agriculture and Technology, Tokyo, Japan']","['Ritta Baddoura', 'Gentiane Venture']"
Effects of Eye Contact and Iconic Gestures on Message Retention in Human-Robot Interaction,"['Faculty of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, Netherlands']","['Elisabeth T. van Dijk,\xa0Elena Torta\xa0&\xa0Raymond H. Cuijpers']"
Visualization of Facial Expression Deformation Applied to the Mechanism Improvement of Face Robot,"['National Taiwan University of Science and Technology, Taipei, 10607, Taiwan']","['Li-Chieh Cheng,\xa0Chyi-Yeu Lin\xa0&\xa0Chun-Chia Huang']"
