Title,Affiliation,Authors,Coordinates
Robot Vacuum Cleaner Personality and Behavior,"'Delft University of Technology, Delft, The Netherlands', 'Philips Research, Eindhoven, The Netherlands'","'Bram Hendriks,\xa0Stella Boess\xa0&\xa0Marieke Sonneveld', 'Bram Hendriks,\xa0Bernt Meerbeek\xa0&\xa0Steffen Pauws'","[(51.99882735, 4.373960368154041), (51.4392648, 5.478633)]"
"Humans, Animals, and Robots: A Phenomenological Approach to Human-Robot Relations","'University of Twente, Enschede, The Netherlands'",'Mark Coeckelbergh',"[(52.2233862, 6.8854239028157)]"
When Artificial Social Agents Try to Persuade People: The Role of Social Agency on the Occurrence of Psychological Reactance,"'Department of Human-Technology Interaction, Eindhoven University of Technology, Den Dolech 2, 5600, MB, Eindhoven, The Netherlands'","'Maaike Roubroeks,\xa0Jaap Ham\xa0&\xa0Cees Midden'","[(51.4486602, 5.4903995655080475)]"
Looking Forward to a “Robotic Society”?,"'HCI&Usability Unit, ICT&S Center, University of Salzburg, Sigmund Haffner Gasse 18, 5020, Salzburg, Austria'","'Astrid Weiss,\xa0Judith Igelsböck,\xa0Daniela Wurhofer\xa0&\xa0Manfred Tscheligi'","[(47.7983769, 13.0436008)]"
Reliable People Detection Using Range and Intensity Data from Multiple Layers of Laser Range Finders on a Mobile Robot,"'Intelligent Robot Laboratory, Graduate School of Systems and Information Engineering, University of Tsukuba, 1-1-1 Tennoudai, Tsukuba City, Ibaraki Pref., 305-8573, Japan'","'Alexander Carballo,\xa0Akihisa Ohya\xa0&\xa0Shin’ichi Yuta'","[('', '')]"
Effects of Observing Eye Contact between a Robot and Another Person,"'Dept. of Adaptive Machine Systems, Faculty of Engineering, Osaka University, 2-1 Yamada-oka, Suita, Osaka, 565-0871, Japan', 'Asada Project, ERATO, Japan Science and Technology Agency, 2-1 Yamada-oka, Suita, Osaka, 565-0871, Japan', 'Dept. of Clothing Environmental Science, Faculty of Human Life and Environment, Nara Women’s University, Kitauoyahigashi-machi, Nara, Nara, 630-8506, Japan', 'Asada Project, ERATO, Japan Science and Technology Agency, 2-1 Yamada-oka, Suita, Osaka, 565-0871, Japan'","'Michihiro Shimada', 'Yuichiro Yoshikawa', 'Mana Asada\xa0&\xa0Naoki Saiwaki', 'Hiroshi Ishiguro'","[('', ''), (34.764884, 135.51735), ('', ''), (34.764884, 135.51735)]"
Communication of Emotion in Social Robots through Simple Head and Arm Movements,"'Department of Mechanical and Industrial Engineering, University of Toronto, 5 King’s College Road, Toronto, ON, M5S 3G8, Canada'",'Jamy Li\xa0&\xa0Mark Chignell',"[(43.6599059, -79.394085)]"
Editorial,"'Social Robotics Laboratory, Interactive Digital Media Institute, National University of Singapore, Singapore, Singapore', 'The Robotics Institute, University of Electronic Science and Technology of China, Chengdu, China', 'Computer Science Department, University of Southern California, Los Angeles, USA'","'Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Maja J. Matarić'","[(1.31963845, 103.81870487181146), (30.67823145, 104.0980033903279), (34.0218833, -118.28586662125)]"
The Benefits of Interactions with Physically Present Robots over Video-Displayed Agents,"'Department of Computer Science, Yale University, 51 Prospect St, New Haven, CT, 06511, USA'","'Wilma A. Bainbridge,\xa0Justin W. Hart,\xa0Elizabeth S. Kim\xa0&\xa0Brian Scassellati'","[('', '')]"
Acting Deceptively: Providing Robots with the Capacity for Deception,"'Georgia Institute of Technology, 85 5th Street, Room S27, NW, Atlanta, GA, 30308, USA', 'Georgia Tech Research Institute, Atlanta, GA, 30332, USA'","'Alan R. Wagner\xa0&\xa0Ronald C. Arkin', 'Alan R. Wagner'","[(33.7773841, -84.39009758455883), (33.7489924, -84.3902644)]"
Multimodal Ecological Technology: From Child’s Social Behavior Assessment to Child-Robot Interaction Improvement,"'Advanced Concepts Team, European Space Research and Technology Center, European Space Agency, 2200 AG, Noordwijk, Netherlands', 'Biomedical Robotics and Biomicrosystems Laboratory, Università Campus Bio-Medico, 00128, Rome, Italy', 'School of Mechanical and Aerospace Engineering, Nanyang Technological University, 639798, Singapore, Singapore', 'Developmental Neuroscience Laboratory, Università Campus Bio-Medico, 00128, Rome, Italy'","'Giuseppina Schiavone', 'Domenico Formica,\xa0Fabrizio Taffoni\xa0&\xa0Eugenio Guglielmelli', 'Domenico Campolo', 'Flavio Keller'","[('', ''), (41.76737275, 12.46955153425359), (1.3484104000000001, 103.68293320728537), (41.76737275, 12.46955153425359)]"
Building Eye Contact in E-Learning Through Head-Eye Coordination,"'Digital Media Lab, Dept. of Applied Physics and Electronics, Umeå University, 90187, Umeå, Sweden'","'Alaa Halawani,\xa0Haibo Li\xa0&\xa0Adi Anani'","[(63.8256568, 20.2630745)]"
Would Children Help a Robot in Need?,"'Department of Community Health Sciences, University of Calgary, Calgary, Alberta, T2N 4N1, Canada', 'Department of Mechanical Engineering, Autonomous Reconfigurable Robotics Systems Laboratory, University of Calgary, Calgary, Alberta, T2N 1N4, Canada', 'Department of Mechanical Engineering, University of Calgary, Calgary, Alberta, T2N 1N4, Canada', 'Division of Applied Psychology, University of Calgary, Calgary, Alberta, T2N 1N4, Canada'","'Tanya N. Beran', 'Alejandro Ramirez-Serrano', 'Roman Kuzyk', 'Sarah Nugent\xa0&\xa0Meghann Fior'","[(51.07505395, -114.13876168856827), (51.0783651, -114.1283072), (51.0783651, -114.1283072), (51.0783651, -114.1283072)]"
Evaluating Human-Robot Interaction,"'University of Calgary, Calgary, Canada', 'The University of Tokyo, Tokyo, Japan', 'JST ERATO, Tokyo, Japan', 'Georgia Institute of Technology, Atlanta, GA, USA'","'James E. Young,\xa0Amy Voida\xa0&\xa0Ehud Sharlin', 'James E. Young\xa0&\xa0Takeo Igarashi', 'Takeo Igarashi', 'JaYoung Sung,\xa0Henrik I. Christensen\xa0&\xa0Rebecca E. Grinter'","[(51.07505395, -114.13876168856827), (35.63984325, 139.7244064173244), (35.6812665, 139.757653), (33.776033, -84.39884086001581)]"
Field Trial of a Networked Robot at a Train Station,"'ATR-IRC, Kyoto, 619-0288, Japan', 'Japan Science and Technology Agency, ERATO Igarashi Design UI Project, 1-28-1-7F Koishikawa, Bunkyo, Tokyo, 112-0002, Japan'","'Masahiro Shiomi,\xa0Takayuki Kanda,\xa0Carlos Toshinori Ishi,\xa0Hiroshi Ishiguro\xa0&\xa0Norihiro Hagita', 'Daisuke Sakamoto'","[(33.2194958, 131.542851), (35.71881, 139.744732)]"
Special Issue on Robots for Future Societies: Evaluating Social Acceptance and Societal Impact of Robots,"'HCI&Usability Unit, ICT&S Center, University of Salzburg, Sigmund-Haffner-Gasse 18, 5020, Salzburg, Austria'",'Astrid Weiss\xa0&\xa0Manfred Tscheligi',"[(47.7983769, 13.0436008)]"
Assessing Acceptance of Assistive Social Agent Technology by Older Adults: the Almere Model,"'Amsterdam University of Applied Sciences, P.J. Oudweg 25, Almere, The Netherlands', 'University of Amsterdam, Science Park 904, Amsterdam, The Netherlands'","'Marcel Heerink', 'Ben Kröse,\xa0Vanessa Evers\xa0&\xa0Bob Wielinga'","[(52.3751485, 5.2156007), (52.3544941, 4.9557553)]"
Replacement of Highly Educated Surgical Assistants by Robot Technology in Working Life: Paradigm Shift in the Service Sector,"'Business & Design Lab, University of Gothenburg, Box 611, Gothenburg, Sweden'",'Kristian Wasen',"[(57.6948666, 11.956353)]"
"Robots in Society, Society in Robots","'School of Informatics and Computing, Indiana University, 901 E. 10th Street, Bloomington, IN, 47408, USA'",'Selma Šabanović',"[(39.17197885, -86.52315840830605)]"
How wild is wild? A taxonomy to characterize the ‘wildness’ of child-robot interaction,"'Université de Sherbrooke, Québec, Canada'","'Tamie Salter,\xa0François Michaud\xa0&\xa0Hélène Larouche'","[(45.37796365, -71.92746417605778)]"
Review of Human Studies Methods in HRI and Recommendations,"'Department of Computer Science, Yale University, New Haven, CT, 06511, USA', 'Center for Robot-Assisted Search and Rescue, Texas A & M University, College Station, TX, 77843, USA'","'Cindy L. Bethel', 'Robin R. Murphy'","[(41.3154623, -72.9257231), (30.6108618, -96.35206061388457)]"
An Approach to the Design of Socially Acceptable Robots for Children with Autism Spectrum Disorders,"'Department of Electrical and Computer Engineering, University of Louisville, 448 Lutz Hall, Louisville, KY, 40292, USA', 'Department of Mechanical Engineering, Vanderbilt University, Nashville, USA', 'Department of Pediatrics, Vanderbilt Kennedy Center, Treatment and Research Institute for Autism Spectrum Disorders (TRIAD), Nashville, USA', 'Department of Computer Engineering, Vanderbilt University, Nashville, USA'","'Karla Conn Welch', 'Uttama Lahiri\xa0&\xa0Nilanjan Sarkar', 'Zachary Warren', 'Nilanjan Sarkar'","[(38.21332235, -85.75770751081866), (36.14380105, -86.80281889095295), (36.1622767, -86.7742984), (36.14380105, -86.80281889095295)]"
Design for Acceptability: Improving Robots’ Coexistence in Human Society,"'ARTS lab, Scuola Superiore Sant’Anna, Pontedera, Italy'","'Pericle Salvini,\xa0Cecilia Laschi\xa0&\xa0Paolo Dario'","[(43.6634536, 10.6354851)]"
Expressing Emotions with the Social Robot Probo,"'Robotics Research Group, Vrije Universiteit Brussel, Pleinlaan 2, Brussels, 1050, Belgium', 'Orthopsychology, Vrije Universiteit Brussel, Pleinlaan 2, Brussels, 1050, Belgium'","'Jelle Saldien,\xa0Kristof Goris,\xa0Bram Vanderborght\xa0&\xa0Dirk Lefeber', 'Johan Vanderfaeillie'","[(50.822552900000005, 4.395486914424975), (50.822552900000005, 4.395486914424975)]"
Domestic Robot Ecology,"'Georgia Institute of Technology, Atlanta, USA'","'JaYoung Sung,\xa0Rebecca E. Grinter\xa0&\xa0Henrik I. Christensen'","[(33.776033, -84.39884086001581)]"
Recognizing Hand Grasp and Manipulation Through Empirical Copula,"'Intelligent Systems & Robotics Group, School of Creative Technologies, University of Portsmouth, Eldon Building, Winston Churchill Avenue, Portsmouth, P01 2DJ, UK'",'Zhaojie Ju\xa0&\xa0Honghai Liu',"[('', '')]"
Towards the Development of International Safety Standards for Human Robot Interaction,"'Avian Technologies Ltd, Bristol, UK', 'Bristol Robotics Laboratory, University of the West of England, Bristol, UK', 'CLAWAR Association Ltd, Sheffield, UK', 'School of Engineering and Advanced Technology, Massey University, Wellington, New Zealand'","'Christopher Harper', 'Christopher Harper', 'Gurvinder Virk', 'Gurvinder Virk'","[(51.4538022, -2.5972985), (51.50076785, -2.5503106339491204), (53.3806626, -1.4702278), (-41.3014823, 174.77599662473352)]"
Towards Safety in Human Robot Interaction,"'Bristol Robotics Laboratory and the Department of Mechanical Engineering, University of Bristol, Bristol, UK', 'Bristol Robotics Laboratory, University of West England Bristol and University of Bristol, Bristol, UK'","'Guido Herrmann', 'Chris Melhuish'","[(51.4582866, -2.601568350796178), ('', '')]"
Synthesizing Robot Motions Adapted to Human Presence,"'CNRS, LAAS, 7 avenue du Colonel Roche, 31077, Toulouse, France', 'UPS, INSA, INP, ISAE, LAAS, Université de Toulouse, 31077, Toulouse, France'","'Emrah Akin Sisbot,\xa0Luis F. Marin-Urias,\xa0Xavier Broquère,\xa0Daniel Sidobre\xa0&\xa0Rachid Alami', 'Emrah Akin Sisbot,\xa0Luis F. Marin-Urias,\xa0Xavier Broquère,\xa0Daniel Sidobre\xa0&\xa0Rachid Alami'","[(43.5635436, 1.4767247), (43.56833575, 1.4721085194170138)]"
Safety Analysis for a Human-Friendly Manipulator,"'Institute of Robotics and Mechatronics, DLR—German Aerospace Center, P.O. Box 1116, 82230, Wessling, Germany'","'Sami Haddadin,\xa0Alin Albu-Schäffer\xa0&\xa0Gerd Hirzinger'","[(48.0739105, 11.2523969)]"
Safety of Interactive Robotics—Learning from Accidents,"'VTT, Box 1300, Tekniikankatu 1, 33101, Tampere, Finland', 'Tampere University of Technology, Box 527, Korkeakoulunkatu 10, 33101, Tampere, Finland'","'Timo Malm,\xa0Juhani Viitaniemi,\xa0Salla Lind,\xa0Outi Venho-Ahonen\xa0&\xa0Jari Schabel', 'Jyrki Latokartano'","[(61.45176885, 23.85521972613642), (61.449642049999994, 23.858774618909564)]"
Intrinsically Safe Robot Arm: Adjustable Static Balancing and Low Power Actuation,"'Dept. of Mechanical Engineering, Delft University of Technology, Mekelweg 2, 2628 CD, Delft, The Netherlands'",'Mathijs Vermeulen\xa0&\xa0Martijn Wisse',"[(52.000978, 4.3718974)]"
The Safety of a Robot Actuated by Pneumatic Muscles—A Case Study,"'Robotics & Multibody Mechanics Research Group, Department of Mechanical Engineering, Vrije Universiteit Brussel, Pleinlaan 2, 1050, Brussels, Belgium'","'Michaël Van Damme,\xa0Pieter Beyl,\xa0Bram Vanderborght,\xa0Rino Versluys,\xa0Ronald Van Ham,\xa0Innes Vanderniepen,\xa0Frank Daerden\xa0&\xa0Dirk Lefeber'","[(50.822552900000005, 4.395486914424975)]"
Design Principles for Safety in Human-Robot Interaction,"'Robotics and Embedded Systems, Technische Universität München, Boltzmannstraße 3, 85748, Garching bei München, Germany'","'Manuel Giuliani,\xa0Claus Lenz,\xa0Thomas Müller,\xa0Markus Rickert\xa0&\xa0Alois Knoll'","[(48.26249875, 11.666782503892133)]"
Safe Adaptive Compliance Control of a Humanoid Robotic Arm with Anti-Windup Compensation and Posture Control,"'Bristol Robotics Laboratory and University of West England, Bristol, UK', 'Bristol Robotics Laboratory and the Department of Mechanical Engineering, University of Bristol, Bristol, UK', 'Bristol Robotics Laboratory, University of Bristol and University of West England, Bristol, UK'","'Said Ghani Khan\xa0&\xa0Tony Pipe', 'Guido Herrmann\xa0&\xa0Adam Spiers', 'Chris Melhuish'","[(51.4538022, -2.5972985), (51.4582866, -2.601568350796178), ('', '')]"
Interaction with a Moving Object Affects One’s Perception of Its Animacy,"'Department of General System Studies, The University of Tokyo, 3-8-1 Komaba, Meguro-ku, Tokyo, 153-8902, Japan'",'Haruaki Fukuda\xa0&\xa0Kazuhiro Ueda',"[(35.62125, 139.688014)]"
Comparison on Identification of Affective Body Motions by Robots Between Elder People and University Students: A Case Study in Japan,"'Department of Media Informatics, Ryukoku University, 1-5, Yokotani, Seta-ohe-cho, Otsu, Shiga, 520-2194, Japan', 'ATR Intelligent Robotics and Communication Laboratories, 2-2-2 Hikaridai, Keihanna Science City, Kyoto, 619-0288, Japan', 'Graduate School of Science and Technology, Ryukoku University, 1-5, Yokotani, Seta-ohe-cho, Otsu, Shiga, 520-2194, Japan'","'Tatsuya Nomura', 'Tatsuya Nomura', 'Akira Nakao'","[('', ''), (42.4524071, 140.0605624), (34.9390589, 132.7507889)]"
A Cross-cultural Study: Effect of Robot Appearance and Task,"'Institute of Human Factors and Ergonomics, Department of Industrial Engineering, Tsinghua University, Beijing, P.R. China', 'State Intellectual Property Office of P.R. China, Beijing, P.R. China'","'Dingjun Li,\xa0P. L. Patrick Rau\xa0&\xa0Ye Li', 'Dingjun Li'","[(40.002290450000004, 116.3209629696906), (39.9057136, 116.3912972)]"
Confidence-Based Multi-Robot Learning from Demonstration,"'Computer Science Department, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15217, USA'",'Sonia Chernova\xa0&\xa0Manuela Veloso',"[(40.444544, -79.943618)]"
Person Following Using Histograms of Oriented Gradients,"'iRobot Corporation, 8 Crosby Drive, Bedford, MA, 01730, USA'",'Jonathan Brookshire',"[(42.504941, -71.24295873630305)]"
A Bank of Unscented Kalman Filters for Multimodal Human Perception with Mobile Service Robots,"'School of Computer Science, University of Lincoln, Lincoln, LN6 7TS, UK', 'School of Computer Science and Electronic Engineering, University of Essex, Colchester, CO4 3SQ, UK'","'Nicola Bellotto', 'Huosheng Hu'","[(53.2263804, -0.5461286000000007), (51.87703035, 0.9500788585686786)]"
Extending Commands Embedded in Actions for Human-Robot Cooperative Tasks,"'Graduate School of Science and Technology, Shinshu University, 4-17-1 Wakasato, Nagano City, 380-8553, Japan', 'National Institute of Informatics, The Graduate University for Advanced Studies (SOKENDAI), 2-1-2 Hitotsubashi, Chiyoda, Tokyo, 101-8430, Japan'","'Kazuki Kobayashi', 'Seiji Yamada'","[(36.7117308, 138.4937932), (35.693171, 139.757346)]"
Adaptive Dynamic Coupling Control of Hybrid Joints of Human-Symbiotic Wheeled Mobile Manipulators with Unmodelled Dynamics,"'Department of Automation, Shanghai Jiao Tong University, Shanghai, China'","'Zhijun Li,\xa0Yipeng Yang\xa0&\xa0Shiping Wang'","[(31.200891149999997, 121.4283949471511)]"
Editorial,"'Social Robotics Lab, University of Freiburg, Freiburg, Germany', 'Robotics and Real-Time Group, University of Zaragoza, Zaragoza, Spain'","'Kai O. Arras', 'Oscar Martinez Mozos'","[('', ''), ('', '')]"
Tracking and Modeling of Human Activity Using Laser Rangefinders,"'Saban Research Institute, Childrens Hospital Los Angeles, 4650 W Sunset Blvd., Los Angeles, CA, 90027, USA', 'Computer Science Department, University of Southern California, 942 West 37th Place, Los Angeles, CA, 90089, USA'","'Anand Panangadan', 'Maja Matarić\xa0&\xa0Gaurav S. Sukhatme'","[(34.09807292, -118.29070516), (34.01987213513514, -118.29217424324324)]"
People Tracking with UWB Radar Using a Multiple-Hypothesis Tracking of Clusters (MHTC) Method,"'California Institute of Technology, Pasadena, CA, USA', 'Jet Propulsion Laboratory, Pasadena, CA, USA', 'DENSO CORPORATION, Aichi, Japan'","'SangHyun Chang,\xa0Rangoli Sharan\xa0&\xa0Joel W. Burdick', 'Michael Wolf', 'Naoki Mitsumoto'","[(34.13701375, -118.12528833668254), (34.2018154, -118.17288883784435), (34.9991645, 137.254574)]"
